Image Name,Category,Quality Score
ILSVRC2012_val_00039503.JPEG,"bakery, bakeshop, bakehouse",0.8129039
ILSVRC2012_val_00021256.JPEG,"bakery, bakeshop, bakehouse",0.8121319
ILSVRC2012_val_00018129.JPEG,mousetrap,0.8032393
ILSVRC2012_val_00005435.JPEG,mousetrap,0.7842539
ILSVRC2012_val_00020381.JPEG,mousetrap,0.7823415
ILSVRC2012_val_00006841.JPEG,mousetrap,0.7764924
ILSVRC2012_val_00003270.JPEG,mousetrap,0.7740839
ILSVRC2012_val_00017952.JPEG,"Angora, Angora rabbit",0.82961124
ILSVRC2012_val_00005845.JPEG,"Angora, Angora rabbit",0.79901236
ILSVRC2012_val_00019031.JPEG,"Angora, Angora rabbit",0.793019
ILSVRC2012_val_00032730.JPEG,"Angora, Angora rabbit",0.7837816
ILSVRC2012_val_00002200.JPEG,"Angora, Angora rabbit",0.77701694
ILSVRC2012_val_00018203.JPEG,brain coral,0.80796605
ILSVRC2012_val_00046113.JPEG,brain coral,0.80117553
ILSVRC2012_val_00008087.JPEG,brain coral,0.77259094
ILSVRC2012_val_00003392.JPEG,brain coral,0.752751
ILSVRC2012_val_00000371.JPEG,brain coral,0.7360205
ILSVRC2012_val_00028318.JPEG,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.8919376
ILSVRC2012_val_00011732.JPEG,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.8826201
ILSVRC2012_val_00003013.JPEG,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.87451994
ILSVRC2012_val_00017189.JPEG,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.869233
ILSVRC2012_val_00000012.JPEG,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.8657134
ILSVRC2012_val_00012743.JPEG,"guenon, guenon monkey",0.85088414
ILSVRC2012_val_00037489.JPEG,"guenon, guenon monkey",0.82230425
ILSVRC2012_val_00002543.JPEG,"guenon, guenon monkey",0.8221412
ILSVRC2012_val_00017290.JPEG,"guenon, guenon monkey",0.81581235
ILSVRC2012_val_00045413.JPEG,"guenon, guenon monkey",0.8096673
ILSVRC2012_val_00020702.JPEG,"recreational vehicle, RV, R.V.",0.8775445
ILSVRC2012_val_00000931.JPEG,"recreational vehicle, RV, R.V.",0.8328523
ILSVRC2012_val_00020531.JPEG,"recreational vehicle, RV, R.V.",0.83040476
ILSVRC2012_val_00022419.JPEG,"recreational vehicle, RV, R.V.",0.82656765
ILSVRC2012_val_00019428.JPEG,"recreational vehicle, RV, R.V.",0.824313
ILSVRC2012_val_00043188.JPEG,"harvester, reaper",0.8782286
ILSVRC2012_val_00021507.JPEG,"harvester, reaper",0.84215736
ILSVRC2012_val_00006465.JPEG,"harvester, reaper",0.82801557
ILSVRC2012_val_00027202.JPEG,"harvester, reaper",0.8218381
ILSVRC2012_val_00015941.JPEG,"harvester, reaper",0.8197243
ILSVRC2012_val_00018438.JPEG,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",0.8292839
ILSVRC2012_val_00023319.JPEG,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",0.8172177
ILSVRC2012_val_00008684.JPEG,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",0.80792755
ILSVRC2012_val_00001490.JPEG,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",0.8049642
ILSVRC2012_val_00025825.JPEG,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",0.7997596
ILSVRC2012_val_00040958.JPEG,"sea anemone, anemone",0.81166285
ILSVRC2012_val_00047127.JPEG,"sea anemone, anemone",0.78407156
ILSVRC2012_val_00032313.JPEG,"sea anemone, anemone",0.76161945
ILSVRC2012_val_00017429.JPEG,"sea anemone, anemone",0.7532765
ILSVRC2012_val_00045036.JPEG,"sea anemone, anemone",0.7527118
ILSVRC2012_val_00006213.JPEG,vulture,0.8906115
ILSVRC2012_val_00022165.JPEG,vulture,0.8754782
ILSVRC2012_val_00023247.JPEG,vulture,0.86202425
ILSVRC2012_val_00030618.JPEG,vulture,0.8546024
ILSVRC2012_val_00015769.JPEG,vulture,0.8530036
ILSVRC2012_val_00030546.JPEG,carton,0.8519715
ILSVRC2012_val_00015884.JPEG,carton,0.85181963
ILSVRC2012_val_00018125.JPEG,carton,0.81023955
ILSVRC2012_val_00004007.JPEG,carton,0.79293704
ILSVRC2012_val_00013967.JPEG,carton,0.7884518
ILSVRC2012_val_00000935.JPEG,crane,0.8513961
ILSVRC2012_val_00026461.JPEG,crane,0.817896
ILSVRC2012_val_00022541.JPEG,crane,0.81641555
ILSVRC2012_val_00027091.JPEG,crane,0.80964684
ILSVRC2012_val_00004176.JPEG,crane,0.80717343
ILSVRC2012_val_00039325.JPEG,"Ibizan hound, Ibizan Podenco",0.88241667
ILSVRC2012_val_00030539.JPEG,"Ibizan hound, Ibizan Podenco",0.8802887
ILSVRC2012_val_00020049.JPEG,"Ibizan hound, Ibizan Podenco",0.8552752
ILSVRC2012_val_00004776.JPEG,"Ibizan hound, Ibizan Podenco",0.8534852
ILSVRC2012_val_00009334.JPEG,"Ibizan hound, Ibizan Podenco",0.8476124
ILSVRC2012_val_00000023.JPEG,Granny Smith,0.8454952
ILSVRC2012_val_00045087.JPEG,Granny Smith,0.84230524
ILSVRC2012_val_00036103.JPEG,Granny Smith,0.83804065
ILSVRC2012_val_00011332.JPEG,Granny Smith,0.8373399
ILSVRC2012_val_00036797.JPEG,Granny Smith,0.8270329
ILSVRC2012_val_00025588.JPEG,planetarium,0.8653343
ILSVRC2012_val_00007347.JPEG,planetarium,0.8535668
ILSVRC2012_val_00042903.JPEG,planetarium,0.8511159
ILSVRC2012_val_00004337.JPEG,planetarium,0.84133196
ILSVRC2012_val_00000753.JPEG,planetarium,0.83828795
ILSVRC2012_val_00027098.JPEG,table lamp,0.8721996
ILSVRC2012_val_00025719.JPEG,table lamp,0.8506312
ILSVRC2012_val_00008897.JPEG,table lamp,0.806422
ILSVRC2012_val_00022357.JPEG,table lamp,0.7958434
ILSVRC2012_val_00020607.JPEG,table lamp,0.7956628
ILSVRC2012_val_00035908.JPEG,"white wolf, Arctic wolf, Canis lupus tundrarum",0.8781328
ILSVRC2012_val_00000409.JPEG,"white wolf, Arctic wolf, Canis lupus tundrarum",0.8682318
ILSVRC2012_val_00027641.JPEG,"white wolf, Arctic wolf, Canis lupus tundrarum",0.8668813
ILSVRC2012_val_00031241.JPEG,"white wolf, Arctic wolf, Canis lupus tundrarum",0.8506505
ILSVRC2012_val_00016104.JPEG,"white wolf, Arctic wolf, Canis lupus tundrarum",0.8446481
ILSVRC2012_val_00000028.JPEG,English foxhound,0.92254484
ILSVRC2012_val_00004795.JPEG,English foxhound,0.86870223
ILSVRC2012_val_00029164.JPEG,English foxhound,0.8656929
ILSVRC2012_val_00036191.JPEG,English foxhound,0.8619691
ILSVRC2012_val_00018202.JPEG,English foxhound,0.8531703
ILSVRC2012_val_00016703.JPEG,"green snake, grass snake",0.85386795
ILSVRC2012_val_00022825.JPEG,"green snake, grass snake",0.8256554
ILSVRC2012_val_00008025.JPEG,"green snake, grass snake",0.8214744
ILSVRC2012_val_00010545.JPEG,"green snake, grass snake",0.81169325
ILSVRC2012_val_00000029.JPEG,"green snake, grass snake",0.8054715
ILSVRC2012_val_00001474.JPEG,tile roof,0.88473266
ILSVRC2012_val_00035761.JPEG,tile roof,0.86537004
ILSVRC2012_val_00012616.JPEG,tile roof,0.8529437
ILSVRC2012_val_00000914.JPEG,tile roof,0.8163305
ILSVRC2012_val_00004696.JPEG,tile roof,0.8157483
ILSVRC2012_val_00026478.JPEG,cabbage butterfly,0.8287291
ILSVRC2012_val_00044952.JPEG,cabbage butterfly,0.8165728
ILSVRC2012_val_00016787.JPEG,cabbage butterfly,0.8080153
ILSVRC2012_val_00011780.JPEG,cabbage butterfly,0.8055115
ILSVRC2012_val_00013255.JPEG,cabbage butterfly,0.7980273
ILSVRC2012_val_00038175.JPEG,go-kart,0.84254855
ILSVRC2012_val_00047067.JPEG,go-kart,0.8267981
ILSVRC2012_val_00037460.JPEG,go-kart,0.81312096
ILSVRC2012_val_00042238.JPEG,go-kart,0.8095134
ILSVRC2012_val_00047734.JPEG,go-kart,0.7953285
ILSVRC2012_val_00041773.JPEG,sea lion,0.8345238
ILSVRC2012_val_00027457.JPEG,sea lion,0.83420974
ILSVRC2012_val_00038217.JPEG,sea lion,0.83307886
ILSVRC2012_val_00044328.JPEG,sea lion,0.83165497
ILSVRC2012_val_00023081.JPEG,sea lion,0.82358396
ILSVRC2012_val_00002289.JPEG,"ballplayer, baseball player",0.8473611
ILSVRC2012_val_00038424.JPEG,"ballplayer, baseball player",0.8468903
ILSVRC2012_val_00046451.JPEG,"ballplayer, baseball player",0.84441286
ILSVRC2012_val_00004760.JPEG,"ballplayer, baseball player",0.81719756
ILSVRC2012_val_00020051.JPEG,"ballplayer, baseball player",0.80486465
ILSVRC2012_val_00007018.JPEG,half track,0.87980133
ILSVRC2012_val_00009170.JPEG,half track,0.87141526
ILSVRC2012_val_00010160.JPEG,half track,0.8601902
ILSVRC2012_val_00001644.JPEG,half track,0.85800385
ILSVRC2012_val_00026532.JPEG,half track,0.84967345
ILSVRC2012_val_00008470.JPEG,vestment,0.8457828
ILSVRC2012_val_00032900.JPEG,vestment,0.838712
ILSVRC2012_val_00009759.JPEG,vestment,0.83052444
ILSVRC2012_val_00020537.JPEG,vestment,0.81613946
ILSVRC2012_val_00011984.JPEG,vestment,0.79981637
ILSVRC2012_val_00044288.JPEG,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",0.85389304
ILSVRC2012_val_00028673.JPEG,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",0.8473568
ILSVRC2012_val_00023758.JPEG,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",0.8410428
ILSVRC2012_val_00043524.JPEG,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",0.83833206
ILSVRC2012_val_00023255.JPEG,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",0.8263984
ILSVRC2012_val_00040689.JPEG,abacus,0.8285527
ILSVRC2012_val_00008875.JPEG,abacus,0.81871086
ILSVRC2012_val_00007747.JPEG,abacus,0.8155105
ILSVRC2012_val_00002651.JPEG,abacus,0.8094888
ILSVRC2012_val_00034718.JPEG,abacus,0.806242
ILSVRC2012_val_00011950.JPEG,scabbard,0.8374354
ILSVRC2012_val_00021220.JPEG,scabbard,0.8252891
ILSVRC2012_val_00000325.JPEG,scabbard,0.8228936
ILSVRC2012_val_00000622.JPEG,scabbard,0.8213539
ILSVRC2012_val_00014290.JPEG,scabbard,0.81879157
ILSVRC2012_val_00023464.JPEG,"garden spider, Aranea diademata",0.88154286
ILSVRC2012_val_00019968.JPEG,"garden spider, Aranea diademata",0.8519533
ILSVRC2012_val_00011379.JPEG,"garden spider, Aranea diademata",0.8380073
ILSVRC2012_val_00012707.JPEG,"garden spider, Aranea diademata",0.8343453
ILSVRC2012_val_00005544.JPEG,"garden spider, Aranea diademata",0.8309784
ILSVRC2012_val_00016933.JPEG,rain barrel,0.8628065
ILSVRC2012_val_00030533.JPEG,rain barrel,0.8612423
ILSVRC2012_val_00045902.JPEG,rain barrel,0.8527143
ILSVRC2012_val_00038837.JPEG,rain barrel,0.85102624
ILSVRC2012_val_00010839.JPEG,rain barrel,0.823176
ILSVRC2012_val_00000735.JPEG,spoonbill,0.8990001
ILSVRC2012_val_00028586.JPEG,spoonbill,0.8535019
ILSVRC2012_val_00022418.JPEG,spoonbill,0.8477698
ILSVRC2012_val_00020933.JPEG,spoonbill,0.84098226
ILSVRC2012_val_00029736.JPEG,spoonbill,0.8398913
ILSVRC2012_val_00009362.JPEG,standard schnauzer,0.8748984
ILSVRC2012_val_00009589.JPEG,standard schnauzer,0.8670033
ILSVRC2012_val_00022042.JPEG,standard schnauzer,0.86587673
ILSVRC2012_val_00039008.JPEG,standard schnauzer,0.86514574
ILSVRC2012_val_00015592.JPEG,standard schnauzer,0.8610441
ILSVRC2012_val_00012380.JPEG,"Newfoundland, Newfoundland dog",0.8825294
ILSVRC2012_val_00037097.JPEG,"Newfoundland, Newfoundland dog",0.8725012
ILSVRC2012_val_00027399.JPEG,"Newfoundland, Newfoundland dog",0.8611383
ILSVRC2012_val_00021436.JPEG,"Newfoundland, Newfoundland dog",0.84661007
ILSVRC2012_val_00048512.JPEG,"Newfoundland, Newfoundland dog",0.8409428
ILSVRC2012_val_00039959.JPEG,"pitcher, ewer",0.8437598
ILSVRC2012_val_00033857.JPEG,"pitcher, ewer",0.8383048
ILSVRC2012_val_00034799.JPEG,"pitcher, ewer",0.8366494
ILSVRC2012_val_00038943.JPEG,"pitcher, ewer",0.8291324
ILSVRC2012_val_00030268.JPEG,"pitcher, ewer",0.8288824
ILSVRC2012_val_00017525.JPEG,freight car,0.8757715
ILSVRC2012_val_00043284.JPEG,freight car,0.87520677
ILSVRC2012_val_00009717.JPEG,freight car,0.79684514
ILSVRC2012_val_00037466.JPEG,freight car,0.7916512
ILSVRC2012_val_00033953.JPEG,freight car,0.7879719
ILSVRC2012_val_00018700.JPEG,"pickup, pickup truck",0.8766861
ILSVRC2012_val_00036504.JPEG,"pickup, pickup truck",0.87579775
ILSVRC2012_val_00008606.JPEG,"pickup, pickup truck",0.86792135
ILSVRC2012_val_00010012.JPEG,"pickup, pickup truck",0.86545634
ILSVRC2012_val_00038049.JPEG,"pickup, pickup truck",0.8625719
ILSVRC2012_val_00021895.JPEG,sturgeon,0.8604671
ILSVRC2012_val_00002525.JPEG,sturgeon,0.84108514
ILSVRC2012_val_00036026.JPEG,sturgeon,0.8392773
ILSVRC2012_val_00048433.JPEG,sturgeon,0.83924884
ILSVRC2012_val_00020563.JPEG,sturgeon,0.82872903
ILSVRC2012_val_00048142.JPEG,bee eater,0.9107992
ILSVRC2012_val_00000051.JPEG,bee eater,0.8976556
ILSVRC2012_val_00035127.JPEG,bee eater,0.8790407
ILSVRC2012_val_00001336.JPEG,bee eater,0.86000216
ILSVRC2012_val_00013460.JPEG,bee eater,0.8506035
ILSVRC2012_val_00002524.JPEG,"axolotl, mud puppy, Ambystoma mexicanum",0.7869501
ILSVRC2012_val_00022113.JPEG,"axolotl, mud puppy, Ambystoma mexicanum",0.70305246
ILSVRC2012_val_00025348.JPEG,"axolotl, mud puppy, Ambystoma mexicanum",0.6997846
ILSVRC2012_val_00019710.JPEG,"axolotl, mud puppy, Ambystoma mexicanum",0.6987596
ILSVRC2012_val_00044893.JPEG,"axolotl, mud puppy, Ambystoma mexicanum",0.6974337
ILSVRC2012_val_00004380.JPEG,"switch, electric switch, electrical switch",0.8490688
ILSVRC2012_val_00037750.JPEG,"switch, electric switch, electrical switch",0.82492405
ILSVRC2012_val_00047391.JPEG,"switch, electric switch, electrical switch",0.8198917
ILSVRC2012_val_00012352.JPEG,"switch, electric switch, electrical switch",0.81919044
ILSVRC2012_val_00047334.JPEG,"switch, electric switch, electrical switch",0.7941848
ILSVRC2012_val_00047363.JPEG,"handkerchief, hankie, hanky, hankey",0.8410427
ILSVRC2012_val_00017018.JPEG,"handkerchief, hankie, hanky, hankey",0.8192207
ILSVRC2012_val_00000902.JPEG,"handkerchief, hankie, hanky, hankey",0.7896801
ILSVRC2012_val_00002861.JPEG,"handkerchief, hankie, hanky, hankey",0.7687853
ILSVRC2012_val_00049825.JPEG,"handkerchief, hankie, hanky, hankey",0.7571442
ILSVRC2012_val_00017019.JPEG,"polecat, fitch, foulmart, foumart, Mustela putorius",0.8419204
ILSVRC2012_val_00042406.JPEG,"polecat, fitch, foulmart, foumart, Mustela putorius",0.8286048
ILSVRC2012_val_00043015.JPEG,"polecat, fitch, foulmart, foumart, Mustela putorius",0.7824362
ILSVRC2012_val_00045379.JPEG,"polecat, fitch, foulmart, foumart, Mustela putorius",0.774874
ILSVRC2012_val_00049220.JPEG,"polecat, fitch, foulmart, foumart, Mustela putorius",0.7700328
ILSVRC2012_val_00039097.JPEG,"cab, hack, taxi, taxicab",0.85644567
ILSVRC2012_val_00031878.JPEG,"cab, hack, taxi, taxicab",0.8551116
ILSVRC2012_val_00025244.JPEG,"cab, hack, taxi, taxicab",0.8543212
ILSVRC2012_val_00035018.JPEG,"cab, hack, taxi, taxicab",0.85005766
ILSVRC2012_val_00021301.JPEG,"cab, hack, taxi, taxicab",0.84061503
ILSVRC2012_val_00042565.JPEG,Pomeranian,0.89275163
ILSVRC2012_val_00022376.JPEG,Pomeranian,0.865365
ILSVRC2012_val_00044585.JPEG,Pomeranian,0.85320896
ILSVRC2012_val_00040463.JPEG,Pomeranian,0.8481479
ILSVRC2012_val_00043141.JPEG,Pomeranian,0.8446197
ILSVRC2012_val_00007007.JPEG,"stinkhorn, carrion fungus",0.8042878
ILSVRC2012_val_00025584.JPEG,"stinkhorn, carrion fungus",0.8037618
ILSVRC2012_val_00019089.JPEG,"stinkhorn, carrion fungus",0.7869386
ILSVRC2012_val_00046858.JPEG,"stinkhorn, carrion fungus",0.7706131
ILSVRC2012_val_00025446.JPEG,"stinkhorn, carrion fungus",0.7705015
ILSVRC2012_val_00011731.JPEG,tripod,0.8678225
ILSVRC2012_val_00033750.JPEG,tripod,0.85647154
ILSVRC2012_val_00012993.JPEG,tripod,0.8365375
ILSVRC2012_val_00001409.JPEG,tripod,0.83628684
ILSVRC2012_val_00000955.JPEG,tripod,0.83496344
ILSVRC2012_val_00033055.JPEG,hamper,0.9250295
ILSVRC2012_val_00035224.JPEG,hamper,0.8698432
ILSVRC2012_val_00023326.JPEG,hamper,0.8644147
ILSVRC2012_val_00040822.JPEG,hamper,0.8551409
ILSVRC2012_val_00015938.JPEG,hamper,0.8528549
ILSVRC2012_val_00029656.JPEG,cardigan,0.879212
ILSVRC2012_val_00034093.JPEG,cardigan,0.8550772
ILSVRC2012_val_00019491.JPEG,cardigan,0.83579713
ILSVRC2012_val_00013156.JPEG,cardigan,0.83571994
ILSVRC2012_val_00030839.JPEG,cardigan,0.8212088
ILSVRC2012_val_00001929.JPEG,Kerry blue terrier,0.8398382
ILSVRC2012_val_00020043.JPEG,Kerry blue terrier,0.8256409
ILSVRC2012_val_00022934.JPEG,Kerry blue terrier,0.8124707
ILSVRC2012_val_00037450.JPEG,Kerry blue terrier,0.8095311
ILSVRC2012_val_00041776.JPEG,Kerry blue terrier,0.7997239
ILSVRC2012_val_00037518.JPEG,jellyfish,0.7672142
ILSVRC2012_val_00049020.JPEG,jellyfish,0.76719236
ILSVRC2012_val_00011383.JPEG,jellyfish,0.7428608
ILSVRC2012_val_00046918.JPEG,jellyfish,0.73755777
ILSVRC2012_val_00015443.JPEG,jellyfish,0.7163834
ILSVRC2012_val_00029005.JPEG,"green lizard, Lacerta viridis",0.8451362
ILSVRC2012_val_00017730.JPEG,"green lizard, Lacerta viridis",0.84427077
ILSVRC2012_val_00014927.JPEG,"green lizard, Lacerta viridis",0.8401009
ILSVRC2012_val_00016778.JPEG,"green lizard, Lacerta viridis",0.82422024
ILSVRC2012_val_00014282.JPEG,"green lizard, Lacerta viridis",0.8198375
ILSVRC2012_val_00020245.JPEG,"swimming trunks, bathing trunks",0.8183147
ILSVRC2012_val_00029540.JPEG,"swimming trunks, bathing trunks",0.81395113
ILSVRC2012_val_00030235.JPEG,"swimming trunks, bathing trunks",0.812143
ILSVRC2012_val_00008808.JPEG,"swimming trunks, bathing trunks",0.8117348
ILSVRC2012_val_00032558.JPEG,"swimming trunks, bathing trunks",0.81110865
ILSVRC2012_val_00037146.JPEG,eel,0.81803656
ILSVRC2012_val_00041627.JPEG,eel,0.8144806
ILSVRC2012_val_00015281.JPEG,eel,0.7940721
ILSVRC2012_val_00047288.JPEG,eel,0.7940543
ILSVRC2012_val_00005884.JPEG,eel,0.78765357
ILSVRC2012_val_00007884.JPEG,tusker,0.8621596
ILSVRC2012_val_00036826.JPEG,tusker,0.8603629
ILSVRC2012_val_00034307.JPEG,tusker,0.8465884
ILSVRC2012_val_00046757.JPEG,tusker,0.84624463
ILSVRC2012_val_00008028.JPEG,tusker,0.84363645
ILSVRC2012_val_00029138.JPEG,"tricycle, trike, velocipede",0.8612317
ILSVRC2012_val_00036090.JPEG,"tricycle, trike, velocipede",0.8375814
ILSVRC2012_val_00005167.JPEG,"tricycle, trike, velocipede",0.8338042
ILSVRC2012_val_00025736.JPEG,"tricycle, trike, velocipede",0.8312053
ILSVRC2012_val_00039950.JPEG,"tricycle, trike, velocipede",0.8234126
ILSVRC2012_val_00031379.JPEG,sweatshirt,0.86041576
ILSVRC2012_val_00000070.JPEG,sweatshirt,0.8549182
ILSVRC2012_val_00049185.JPEG,sweatshirt,0.84492916
ILSVRC2012_val_00041639.JPEG,sweatshirt,0.8271674
ILSVRC2012_val_00025062.JPEG,sweatshirt,0.8257559
ILSVRC2012_val_00046828.JPEG,"butcher shop, meat market",0.8107142
ILSVRC2012_val_00005578.JPEG,"butcher shop, meat market",0.8004031
ILSVRC2012_val_00042634.JPEG,"butcher shop, meat market",0.7996222
ILSVRC2012_val_00048654.JPEG,"butcher shop, meat market",0.79656047
ILSVRC2012_val_00001821.JPEG,"butcher shop, meat market",0.79010105
ILSVRC2012_val_00002000.JPEG,"dugong, Dugong dugon",0.8279061
ILSVRC2012_val_00014550.JPEG,"dugong, Dugong dugon",0.79970896
ILSVRC2012_val_00009524.JPEG,"dugong, Dugong dugon",0.7645893
ILSVRC2012_val_00016382.JPEG,"dugong, Dugong dugon",0.7640949
ILSVRC2012_val_00037898.JPEG,"dugong, Dugong dugon",0.741221
ILSVRC2012_val_00000739.JPEG,kite,0.9073806
ILSVRC2012_val_00000328.JPEG,kite,0.881931
ILSVRC2012_val_00015746.JPEG,kite,0.8790837
ILSVRC2012_val_00033771.JPEG,kite,0.8549951
ILSVRC2012_val_00031676.JPEG,kite,0.85148543
ILSVRC2012_val_00023992.JPEG,"carousel, carrousel, merry-go-round, roundabout, whirligig",0.8394892
ILSVRC2012_val_00046263.JPEG,"carousel, carrousel, merry-go-round, roundabout, whirligig",0.8312253
ILSVRC2012_val_00040917.JPEG,"carousel, carrousel, merry-go-round, roundabout, whirligig",0.8290902
ILSVRC2012_val_00021189.JPEG,"carousel, carrousel, merry-go-round, roundabout, whirligig",0.81645435
ILSVRC2012_val_00047790.JPEG,"carousel, carrousel, merry-go-round, roundabout, whirligig",0.81218255
ILSVRC2012_val_00029956.JPEG,black grouse,0.8583273
ILSVRC2012_val_00030010.JPEG,black grouse,0.8461723
ILSVRC2012_val_00030713.JPEG,black grouse,0.8419839
ILSVRC2012_val_00017759.JPEG,black grouse,0.8300588
ILSVRC2012_val_00006094.JPEG,black grouse,0.82803375
ILSVRC2012_val_00018164.JPEG,barbershop,0.8504065
ILSVRC2012_val_00009619.JPEG,barbershop,0.8433059
ILSVRC2012_val_00000076.JPEG,barbershop,0.8399306
ILSVRC2012_val_00024066.JPEG,barbershop,0.8284673
ILSVRC2012_val_00000762.JPEG,barbershop,0.8210712
ILSVRC2012_val_00038227.JPEG,Rhodesian ridgeback,0.89908355
ILSVRC2012_val_00004992.JPEG,Rhodesian ridgeback,0.89229524
ILSVRC2012_val_00005364.JPEG,Rhodesian ridgeback,0.87991005
ILSVRC2012_val_00035893.JPEG,Rhodesian ridgeback,0.87542164
ILSVRC2012_val_00008104.JPEG,Rhodesian ridgeback,0.8571633
ILSVRC2012_val_00044707.JPEG,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.8700706
ILSVRC2012_val_00034551.JPEG,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.85687494
ILSVRC2012_val_00049534.JPEG,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.83769494
ILSVRC2012_val_00028339.JPEG,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.83459395
ILSVRC2012_val_00010405.JPEG,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.8329927
ILSVRC2012_val_00024169.JPEG,"otterhound, otter hound",0.87524134
ILSVRC2012_val_00043342.JPEG,"otterhound, otter hound",0.8567544
ILSVRC2012_val_00006704.JPEG,"otterhound, otter hound",0.8547836
ILSVRC2012_val_00010062.JPEG,"otterhound, otter hound",0.84719044
ILSVRC2012_val_00022137.JPEG,"otterhound, otter hound",0.84598976
ILSVRC2012_val_00037025.JPEG,"breastplate, aegis, egis",0.9107468
ILSVRC2012_val_00045242.JPEG,"breastplate, aegis, egis",0.83260506
ILSVRC2012_val_00020007.JPEG,"breastplate, aegis, egis",0.8285125
ILSVRC2012_val_00008968.JPEG,"breastplate, aegis, egis",0.82725257
ILSVRC2012_val_00029085.JPEG,"breastplate, aegis, egis",0.81011033
ILSVRC2012_val_00003282.JPEG,alp,0.85953254
ILSVRC2012_val_00023335.JPEG,alp,0.8454524
ILSVRC2012_val_00029110.JPEG,alp,0.84245944
